user_id,user_age,content_title,content_type,genre,release_year,country,age_rating,duration_minutes,rating,watch_percentage
user_75,25,Lost World 410,Movie,Crime,2023,South Korea,G,105,2,96
user_76,32,Last Mystery 155,TV Series,Romance,2021,Japan,PG-13,53,2,96
user_77,39,Orange is the New Black,Movie,Drama,2012,Brazil,TV-14,114,3,71
user_78,39,Old Adventure 381,Movie,Drama,2019,USA,G,147,1,61
user_79,59,Old Kingdom 191,TV Series,Thriller,2015,France,PG-13,34,4,69
user_80,54,First Kingdom 132,TV Series,Romance,2010,Japan,TV-PG,27,5,14
user_81,56,New City 57,Movie,Drama,2013,Canada,TV-PG,95,2,56
user_82,52,Last Chronicles 21,Movie,Romance,2016,France,TV-14,129,5,22
user_83,59,The Mystery 405,TV Series,Crime,2023,France,R,38,5,72
user_84,36,Old Quest 250,Movie,Animation,2021,UK,PG-13,147,2,99
user_85,40,Wild Mystery 411,Movie,Romance,2018,Brazil,R,101,4,67
user_86,18,Lost World 286,Movie,Horror,2011,Germany,TV-MA,137,3,10
user_87,33,Last Chronicles 27,Movie,Horror,2022,South Korea,PG,153,4,31
user_88,46,Secret City 111,TV Series,Romance,2016,Japan,G,22,3,25
user_89,54,Black Mirror,TV Series,Thriller,2015,Canada,PG,48,2,78
user_90,64,Wild Journey 360,Movie,Animation,2010,Spain,TV-PG,151,5,85
user_91,33,Dark World 333,Movie,Thriller,2019,USA,R,179,4,48
user_92,53,Elite,TV Series,Comedy,2010,Japan,TV-MA,49,4,19
user_93,22,Lost World 410,TV Series,Thriller,2013,South Korea,G,53,3,19
user_94,36,Dark Story 385,Movie,Sci-Fi,2019,Canada,TV-PG,90,4,13
user_95,33,Wild Mystery 442,TV Series,Comedy,2017,Germany,TV-PG,35,4,41
user_96,44,New Kingdom 79,Movie,Thriller,2013,Brazil,R,113,4,44
user_97,50,Secret Legend 51,TV Series,Romance,2010,Japan,PG,56,4,74
user_98,50,Lost Quest 312,Movie,Comedy,2017,Spain,TV-14,163,3,38
user_99,30,New Legend 87,Movie,Sci-Fi,2021,Japan,TV-14,135,1,44
user_100,40,Hidden Quest 122,Movie,Comedy,2010,Canada,PG-13,179,3,35
user_101,27,Hidden City 173,Movie,Crime,2019,Canada,TV-PG,123,3,16
user_102,21,New Journey 48,Movie,Documentary,2019,France,TV-PG,164,5,45
user_103,42,New Mystery 430,TV Series,Sci-Fi,2014,Canada,R,55,3,82
user_104,41,First Mystery 40,TV Series,Documentary,2012,South Korea,TV-PG,54,4,91
user_105,56,Hidden Legend 252,Movie,Sci-Fi,2017,Spain,G,112,5,46
user_106,29,Lost Story 288,TV Series,Documentary,2010,USA,G,32,5,39
user_107,34,Dark Journey 348,TV Series,Comedy,2010,UK,TV-MA,39,5,95
user_108,30,Hidden Legend 490,TV Series,Documentary,2020,Brazil,TV-MA,38,4,21
user_109,58,New Chronicles 13,TV Series,Crime,2012,India,PG-13,31,4,37
user_110,31,Hidden World 458,Movie,Action,2013,France,G,172,4,25
user_111,22,Last Story 322,Movie,Animation,2012,Canada,G,101,3,94
user_112,53,Last Journey 224,TV Series,Documentary,2014,Spain,TV-MA,42,5,48
user_113,62,First Mystery 133,TV Series,Sci-Fi,2014,South Korea,R,58,5,14
user_114,52,New Mystery 389,TV Series,Crime,2016,USA,TV-PG,48,4,27
user_115,64,Lost Kingdom 313,Movie,Sci-Fi,2021,UK,TV-MA,98,5,26
user_116,55,Hidden Chronicles 366,TV Series,Romance,2016,Brazil,TV-PG,32,3,18
user_117,44,New Legend 124,TV Series,Comedy,2019,Brazil,TV-14,21,2,46
user_118,55,The City 115,TV Series,Romance,2012,Germany,PG,27,4,74
user_119,39,New City 57,TV Series,Animation,2013,Germany,TV-14,36,5,98
user_120,62,Lost Chronicles 307,Movie,Animation,2013,UK,TV-14,125,4,40
user_121,36,Last World 404,TV Series,Action,2022,Japan,PG-13,58,4,99
user_122,36,Last Mystery 155,Movie,Sci-Fi,2016,France,PG,156,3,67
user_123,37,Lost World 202,Movie,Drama,2021,UK,PG-13,161,2,48
user_124,18,Wild Story 74,Movie,Sci-Fi,2012,Brazil,PG,166,3,72
user_125,42,Last Story 356,Movie,Drama,2017,Canada,TV-PG,122,3,15
user_126,61,The Adventure 140,TV Series,Action,2022,Germany,PG-13,51,4,56
user_127,38,Last Mystery 214,TV Series,Crime,2015,South Korea,TV-PG,40,5,45
user_128,52,New Mystery 430,Movie,Animation,2012,India,PG-13,109,2,56
user_129,58,Hidden Kingdom 451,Movie,Sci-Fi,2010,Brazil,R,103,3,10
user_130,20,New City 443,TV Series,Thriller,2016,Spain,TV-MA,30,3,25
user_131,25,Hidden World 399,Movie,Horror,2015,Brazil,PG,165,2,17
user_132,45,Wild Story 227,Movie,Documentary,2013,Japan,TV-MA,179,4,69
user_133,45,Lost Legend 76,Movie,Romance,2021,UK,TV-PG,130,3,36
user_134,34,First Legend 135,TV Series,Documentary,2018,Spain,PG,52,4,86
user_135,45,New Mystery 418,Movie,Horror,2022,France,PG-13,102,5,15
user_136,35,Russian Doll,TV Series,Action,2012,Germany,TV-MA,24,4,75
user_137,27,Old Quest 353,Movie,Thriller,2017,UK,PG-13,119,5,14
user_138,50,First Chronicles 200,Movie,Sci-Fi,2015,UK,TV-PG,154,4,58
user_139,28,Hidden Journey 314,Movie,Drama,2014,USA,PG-13,115,4,95
user_140,44,The Mystery 454,Movie,Documentary,2010,France,TV-MA,166,2,10
user_141,38,House of Cards,Movie,Action,2016,South Korea,PG,95,4,78
user_142,48,New Legend 124,TV Series,Comedy,2014,South Korea,PG,57,5,32
user_143,54,Hidden Legend 279,Movie,Action,2014,India,R,126,5,92
user_144,34,Lost City 439,Movie,Comedy,2014,France,TV-MA,167,3,10
user_145,62,The Umbrella Academy,Movie,Drama,2022,South Korea,R,93,3,41
user_146,51,Stranger Things,TV Series,Horror,2021,Brazil,R,50,2,35
user_147,51,Wild Chronicles 162,Movie,Animation,2015,Japan,G,92,4,21
user_148,18,Hidden Legend 490,Movie,Thriller,2015,France,G,94,2,66
user_149,34,Hidden Legend 367,TV Series,Romance,2016,USA,PG-13,34,5,23
user_150,19,First Mystery 40,TV Series,Horror,2020,UK,TV-PG,58,2,47
user_151,51,Dark Journey 311,Movie,Action,2011,Japan,TV-MA,119,4,60
user_152,51,Last Journey 317,Movie,Documentary,2013,France,TV-14,127,4,88
user_153,47,Secret Mystery 157,Movie,Comedy,2016,France,G,140,4,38
user_154,21,New Legend 271,Movie,Action,2019,India,G,145,5,26
user_155,37,First Chronicles 294,TV Series,Animation,2017,Germany,TV-PG,24,5,62
user_156,19,Wild Kingdom 455,TV Series,Action,2022,India,PG-13,30,2,32
user_157,33,Hidden Chronicles 336,Movie,Sci-Fi,2020,South Korea,G,105,4,13
user_158,42,First Quest 347,TV Series,Thriller,2012,France,R,51,4,41
user_159,36,Hidden Journey 318,Movie,Documentary,2014,France,PG-13,94,3,51
user_160,39,The Mystery 244,Movie,Thriller,2014,UK,R,159,2,21
user_161,43,Last Mystery 155,TV Series,Sci-Fi,2023,UK,G,53,2,99
user_162,62,Lost Quest 306,TV Series,Romance,2020,France,TV-MA,28,2,56
user_163,39,Dark Journey 407,Movie,Documentary,2017,Japan,R,152,4,90
user_164,43,Hidden Kingdom 14,TV Series,Crime,2013,Germany,PG-13,20,2,61
user_165,32,The Story 29,Movie,Thriller,2017,Japan,TV-MA,175,3,37
user_166,40,New Mystery 134,Movie,Drama,2023,Brazil,TV-14,177,5,35
user_167,31,Wild Journey 419,Movie,Drama,2020,UK,PG,145,2,12
user_168,64,Last Kingdom 346,TV Series,Thriller,2016,Brazil,G,37,4,24
user_169,42,Lost Journey 128,TV Series,Sci-Fi,2016,Japan,R,56,3,48
user_170,34,New World 49,Movie,Animation,2016,Japan,R,175,3,53
user_171,42,First Kingdom 292,TV Series,Horror,2010,UK,G,32,4,77
user_172,27,The Quest 161,TV Series,Animation,2012,Germany,TV-MA,37,2,95
user_173,51,Old Story 91,TV Series,Romance,2017,France,PG,59,4,92
user_174,59,First Story 263,TV Series,Horror,2018,UK,PG,56,4,35
user_175,51,Secret Chronicles 46,TV Series,Drama,2020,France,G,25,4,42
user_176,39,Hidden Journey 298,TV Series,Comedy,2014,Spain,TV-MA,25,4,13
user_177,47,The Legend 268,TV Series,Drama,2020,Canada,TV-PG,49,3,64
user_178,26,Wild City 341,Movie,Comedy,2016,India,TV-PG,92,4,49
user_179,54,Last Journey 113,Movie,Documentary,2013,USA,PG-13,113,2,75
user_180,37,Dark Journey 348,TV Series,Animation,2021,Canada,TV-MA,30,5,15
user_181,47,Lost World 59,Movie,Romance,2017,Germany,TV-14,140,5,75
user_182,32,New Adventure 461,TV Series,Thriller,2020,Brazil,G,27,4,54
user_183,61,Secret Chronicles 99,TV Series,Comedy,2014,France,R,25,5,77
user_184,36,Hidden Kingdom 500,TV Series,Drama,2013,Spain,TV-14,52,5,21
user_185,64,Secret Mystery 157,Movie,Thriller,2010,Spain,TV-PG,179,5,47
user_186,54,Last Chronicles 27,Movie,Animation,2023,Canada,PG-13,100,5,86
user_187,60,Wild Legend 139,Movie,Sci-Fi,2012,India,PG-13,122,4,19
user_188,22,Wild Story 261,Movie,Romance,2016,India,TV-14,99,5,22
user_189,57,Hidden Legend 252,Movie,Romance,2011,Brazil,TV-MA,173,3,82
user_190,34,Old Mystery 66,Movie,Crime,2018,Brazil,PG,164,4,47
user_191,52,Lost City 146,TV Series,Crime,2023,USA,TV-PG,50,5,71
user_192,61,Dear White People,Movie,Action,2011,Brazil,PG-13,167,5,84
user_193,26,Hidden World 186,TV Series,Crime,2011,USA,R,31,4,10
user_194,57,Old Quest 267,TV Series,Documentary,2015,India,TV-PG,48,2,23
user_195,47,Last City 386,TV Series,Documentary,2012,UK,TV-14,40,3,92
user_196,31,First Mystery 32,Movie,Documentary,2019,Germany,R,151,4,51
user_197,42,Old Legend 446,Movie,Sci-Fi,2011,Brazil,PG,129,4,23
user_198,49,Old Quest 291,TV Series,Sci-Fi,2012,Germany,PG,57,4,72
user_199,32,Lost Journey 350,Movie,Sci-Fi,2010,India,R,114,4,75
user_200,31,Secret City 96,TV Series,Documentary,2014,India,PG,59,3,48
user_201,23,The Mystery 70,Movie,Romance,2015,Germany,TV-PG,156,4,81
user_202,59,Hidden World 399,Movie,Drama,2013,Japan,TV-MA,104,5,42
user_203,47,Old Quest 291,Movie,Drama,2016,France,TV-MA,116,5,47
user_204,50,The Journey 449,TV Series,Romance,2022,France,G,56,5,42
user_205,21,New Legend 63,TV Series,Animation,2015,France,PG,21,5,83
user_206,50,Old Kingdom 191,TV Series,Action,2015,USA,PG-13,57,4,56
user_207,53,New Kingdom 477,TV Series,Romance,2022,Spain,G,43,4,24
user_208,46,Hidden Story 81,TV Series,Drama,2017,South Korea,TV-14,24,4,77
user_209,29,Dark Legend 345,TV Series,Sci-Fi,2022,USA,R,21,1,45
user_210,53,New Legend 23,Movie,Sci-Fi,2019,Spain,PG-13,132,4,29
user_211,28,Secret Chronicles 46,TV Series,Animation,2023,France,TV-PG,29,3,15
user_212,25,The Kingdom 257,Movie,Drama,2016,UK,R,136,3,21
user_213,43,Old Quest 353,TV Series,Animation,2022,Japan,TV-PG,59,4,98
user_214,50,Secret Story 118,Movie,Crime,2017,Spain,R,149,4,77
user_215,22,Secret World 483,Movie,Action,2017,USA,PG,126,5,40
user_216,26,Lost Quest 312,TV Series,Animation,2015,France,PG,48,2,50
user_217,39,Hidden Journey 498,Movie,Sci-Fi,2020,Brazil,PG-13,112,2,30
user_218,43,Secret Mystery 137,TV Series,Crime,2023,South Korea,TV-MA,55,2,66
user_219,18,Last Story 315,TV Series,Crime,2015,South Korea,R,59,4,56
user_220,26,Cobra Kai,TV Series,Sci-Fi,2014,UK,R,28,3,66
user_221,43,Lost World 286,Movie,Crime,2018,France,PG-13,124,4,34
user_222,43,Lost Adventure 204,Movie,Crime,2020,France,PG,127,3,91
user_223,44,Wild Journey 360,Movie,Horror,2011,USA,TV-MA,106,4,68
user_224,61,Wild City 83,Movie,Action,2020,France,PG-13,140,3,34
user_225,24,Hidden World 399,Movie,Thriller,2013,India,R,159,1,42
user_226,46,Hidden Legend 484,TV Series,Action,2020,Canada,TV-MA,41,3,94
user_227,24,First Mystery 183,TV Series,Documentary,2010,Spain,R,39,4,29
user_228,39,First Kingdom 292,Movie,Documentary,2021,Spain,PG-13,152,5,58
user_229,24,Dark World 333,TV Series,Crime,2010,France,PG,51,2,96
user_230,36,First Adventure 223,TV Series,Animation,2023,South Korea,PG,51,4,58
user_231,62,First Legend 275,TV Series,Horror,2022,France,PG-13,49,5,28
user_232,35,First Adventure 462,TV Series,Animation,2010,South Korea,PG-13,33,5,75
user_233,45,Dark Story 95,TV Series,Thriller,2010,Japan,TV-PG,49,4,72
user_234,21,New World 120,TV Series,Action,2010,South Korea,TV-14,27,5,12
user_235,49,Secret Legend 51,TV Series,Documentary,2019,South Korea,TV-14,29,5,43
user_236,50,New Adventure 461,Movie,Horror,2016,Spain,PG-13,144,3,59
user_237,24,New Story 249,Movie,Comedy,2022,Brazil,TV-14,97,1,76
user_238,41,Last Legend 216,Movie,Action,2016,Spain,PG,148,4,81
user_239,64,Secret Story 209,Movie,Comedy,2014,Germany,PG-13,156,5,17
user_240,51,The Mystery 454,Movie,Drama,2012,USA,TV-MA,177,5,55
user_241,60,First Kingdom 132,TV Series,Documentary,2013,France,TV-14,56,2,23
user_242,48,Dark City 175,TV Series,Sci-Fi,2016,South Korea,TV-14,37,1,16
user_243,50,Secret City 31,Movie,Crime,2016,India,TV-MA,174,1,28
user_244,53,Old Chronicles 9,Movie,Thriller,2022,Canada,G,149,5,10
user_245,64,Hidden Chronicles 377,TV Series,Drama,2014,South Korea,G,39,3,11
user_246,20,Money Heist,TV Series,Crime,2016,Brazil,G,31,5,46
user_247,55,Hidden Journey 314,TV Series,Documentary,2023,Spain,TV-MA,28,4,53
user_248,52,Wild Quest 476,Movie,Animation,2013,France,PG-13,175,5,90
user_249,27,Last Mystery 168,Movie,Sci-Fi,2023,Canada,TV-14,148,5,90
user_250,34,The World 440,TV Series,Drama,2023,USA,TV-14,28,4,34
user_251,56,New Adventure 316,TV Series,Crime,2018,India,PG,41,5,13
user_252,43,Last City 386,TV Series,Animation,2019,Japan,G,48,3,96
user_253,54,Old Adventure 381,Movie,Drama,2020,Canada,R,159,5,94
user_254,59,Secret Mystery 302,Movie,Action,2013,South Korea,R,130,3,26
user_255,54,Secret Kingdom 212,TV Series,Romance,2018,Japan,PG-13,57,5,96
user_256,59,Bridgerton,TV Series,Sci-Fi,2015,India,G,40,3,40
user_257,23,Hidden Journey 92,TV Series,Romance,2020,Canada,R,59,3,62
user_258,24,The Legend 485,TV Series,Comedy,2019,South Korea,PG-13,36,4,71
user_259,63,Last Story 197,Movie,Drama,2011,France,PG,143,5,60
user_260,53,First City 436,TV Series,Thriller,2012,Spain,R,45,2,20
user_261,57,First World 194,Movie,Crime,2020,UK,TV-MA,125,5,48
user_262,57,The Journey 428,TV Series,Comedy,2012,Brazil,G,53,4,33
user_263,39,Lost Adventure 34,Movie,Crime,2014,Spain,PG,145,3,45
user_264,64,Wild Legend 139,TV Series,Animation,2013,France,G,38,4,90
user_265,62,New Mystery 181,TV Series,Comedy,2020,Spain,R,53,4,75
user_266,26,Last Chronicles 27,TV Series,Drama,2018,Spain,R,59,5,98
user_267,60,Lost Mystery 438,Movie,Animation,2017,France,TV-14,131,4,44
user_268,20,Lost World 286,Movie,Thriller,2011,South Korea,TV-PG,133,5,21
user_269,36,The Crown,Movie,Crime,2014,UK,G,133,5,58
user_270,34,Last World 404,TV Series,Comedy,2019,Spain,G,31,4,97
user_271,36,Old Story 41,TV Series,Action,2017,South Korea,R,50,5,96
user_272,54,Last Mystery 155,Movie,Thriller,2015,Japan,R,169,5,34
user_273,35,New Mystery 430,TV Series,Thriller,2018,UK,TV-14,31,3,35
user_274,58,Old World 107,TV Series,Comedy,2022,Canada,TV-MA,45,1,19
user_275,33,New Quest 373,Movie,Horror,2016,USA,TV-PG,106,3,94
user_276,39,The Office,TV Series,Documentary,2019,Spain,R,26,1,16
user_277,26,New Chronicles 359,Movie,Horror,2012,France,PG-13,137,2,68
user_278,40,New Quest 129,TV Series,Horror,2022,UK,G,37,5,48
user_279,52,New City 400,Movie,Horror,2011,India,G,148,5,26
user_280,31,Wild Story 74,Movie,Documentary,2017,Brazil,TV-14,149,4,12
user_281,54,Dark Adventure 20,Movie,Action,2020,Germany,R,129,4,96
user_282,61,New Adventure 210,Movie,Action,2016,Canada,TV-MA,104,5,13
user_283,46,Old Quest 267,Movie,Crime,2015,Japan,TV-MA,114,5,42
user_284,33,First Legend 299,Movie,Romance,2022,Canada,TV-14,131,5,75
user_285,52,Last Story 197,TV Series,Romance,2019,South Korea,G,53,1,22
user_286,30,Secret Chronicles 150,TV Series,Animation,2011,France,G,51,5,48
user_287,63,Dark Kingdom 323,TV Series,Animation,2013,Japan,TV-14,48,5,71
user_288,61,Hidden Kingdom 397,TV Series,Drama,2018,South Korea,R,35,5,19
user_289,47,Hidden Quest 159,TV Series,Horror,2018,India,PG-13,58,4,74
user_290,47,Secret Story 118,TV Series,Action,2010,Spain,R,22,4,39
user_291,21,Hidden Kingdom 397,Movie,Thriller,2011,India,PG-13,151,4,57
user_292,18,Last Story 179,TV Series,Comedy,2014,France,TV-PG,34,4,58
user_293,41,Lost Journey 350,Movie,Animation,2013,India,G,101,5,46
user_294,54,Hidden Story 245,TV Series,Crime,2020,Brazil,G,25,5,72
user_295,63,Hidden City 45,Movie,Crime,2017,Spain,PG,100,5,34
user_296,24,New Adventure 461,Movie,Sci-Fi,2013,South Korea,G,93,3,29
user_297,46,New Legend 187,Movie,Comedy,2015,France,PG,163,1,66
user_298,43,Hidden Legend 180,TV Series,Horror,2018,Spain,PG-13,22,5,14
user_299,22,New Journey 260,TV Series,Documentary,2015,Spain,TV-14,42,5,29
user_300,59,Secret City 338,TV Series,Romance,2012,Japan,TV-MA,37,4,97
user_301,20,Hidden Quest 480,TV Series,Comedy,2012,France,TV-PG,57,4,98
user_302,26,Hidden Journey 298,Movie,Sci-Fi,2013,Japan,R,103,5,20
user_303,58,Lost Story 17,Movie,Drama,2017,USA,PG-13,156,3,38
user_304,26,The Legend 398,TV Series,Drama,2012,India,PG-13,44,5,51
user_305,26,Hidden World 206,TV Series,Crime,2017,India,R,44,4,68
user_306,51,New Adventure 316,TV Series,Documentary,2017,France,R,34,1,14
user_307,43,Old Legend 143,TV Series,Drama,2011,Canada,TV-14,25,5,57
user_308,30,First Legend 471,Movie,Animation,2021,USA,TV-MA,158,5,49
user_309,62,Dark Chronicles 5,Movie,Action,2023,USA,R,147,4,49
user_310,51,Secret City 111,Movie,Comedy,2017,Canada,G,166,3,15
user_311,41,First World 194,TV Series,Sci-Fi,2012,USA,TV-MA,35,4,68
user_312,58,First Quest 465,TV Series,Action,2022,USA,TV-MA,44,5,72
user_313,44,Dark Story 392,Movie,Action,2015,Spain,TV-14,149,3,54
user_314,48,Hidden Legend 252,TV Series,Action,2016,Spain,TV-PG,29,5,62
user_315,47,Wild Mystery 411,Movie,Comedy,2016,UK,TV-MA,120,1,11
user_316,31,Secret City 123,Movie,Horror,2022,Brazil,TV-MA,101,1,22
user_317,63,First Kingdom 229,TV Series,Romance,2020,Germany,G,36,2,69
user_318,41,Old Quest 353,TV Series,Documentary,2022,Brazil,PG,54,2,92
user_319,47,Lost World 202,TV Series,Comedy,2016,USA,G,29,4,72
user_320,45,Last City 386,TV Series,Thriller,2021,Spain,R,34,5,31
user_321,21,Secret City 28,Movie,Drama,2013,UK,R,157,3,26
user_322,29,Wild Chronicles 415,TV Series,Crime,2015,UK,TV-MA,36,4,74
user_323,39,Hidden Kingdom 14,Movie,Horror,2019,Brazil,R,171,5,73
user_324,64,New Quest 248,Movie,Comedy,2022,South Korea,TV-MA,165,5,61
user_325,29,Dark Legend 4,Movie,Sci-Fi,2016,USA,PG,118,1,15
user_326,64,Secret Story 118,TV Series,Comedy,2012,South Korea,PG,30,4,35
user_327,51,First Legend 217,TV Series,Animation,2023,Japan,R,53,5,90
user_328,52,First Quest 114,Movie,Animation,2022,Japan,G,128,4,38
user_329,46,Old World 71,TV Series,Horror,2020,UK,PG-13,51,2,87
user_330,37,Hidden Chronicles 377,TV Series,Action,2015,South Korea,TV-PG,30,3,90
user_331,61,Hidden Mystery 432,TV Series,Horror,2017,Japan,TV-MA,47,5,56
user_332,33,Wild Mystery 355,TV Series,Drama,2014,Brazil,TV-14,39,4,66
user_333,22,Wild Journey 360,Movie,Crime,2012,South Korea,TV-PG,90,3,47
user_334,32,First Adventure 223,Movie,Comedy,2011,South Korea,PG,150,3,34
user_335,41,Wild Journey 360,Movie,Thriller,2021,Japan,PG-13,107,5,89
user_336,44,Dark Adventure 80,Movie,Action,2017,South Korea,R,149,3,26
user_337,46,Wild Story 339,TV Series,Comedy,2014,Canada,G,27,5,55
user_338,24,Wild Chronicles 162,TV Series,Documentary,2012,Spain,TV-MA,48,2,62
user_339,41,First Story 495,TV Series,Comedy,2021,USA,G,22,3,24
user_340,42,Dark World 333,Movie,Crime,2023,Brazil,TV-PG,167,4,93
user_341,53,First Quest 303,TV Series,Action,2018,South Korea,R,57,3,69
user_342,39,The Legend 368,Movie,Animation,2015,India,TV-MA,91,5,20
user_343,30,Lost Kingdom 144,TV Series,Drama,2010,Canada,PG-13,27,4,73
user_344,35,Hidden Legend 279,TV Series,Documentary,2023,Canada,G,50,5,20
user_345,62,Wild Quest 142,TV Series,Romance,2018,Germany,PG-13,52,5,50
user_346,25,Hidden Journey 466,Movie,Sci-Fi,2020,South Korea,PG,175,5,50
