customer_id,Movie Name,watch_duration_percent,liked,rating,watch_date,rewatch_count,completion_status,device,time_of_day,skipped_scenes,buffering_time_sec,review_text
C0004,"Italian Job, The",77,1,8.1,2025-08-19,1,Dropped,Laptop,Morning,6,0.0,Could be better.
C0004,Coriolanus,94,1,,2025-10-01,0,Completed,Mobile,Evening,1,3.1,Amazing cinematography!
C0004,John Wick Chapter 4,82,1,7.3,2024-12-23,0,Partial,Mobile,Afternoon,0,15.73,Average experience.
C0004,"Man Who Knew Too Much, The",48,0,,2025-09-20,2,Partial,Tablet,Evening,4,0.0,
C0004,Wag the Dog,21,0,6.1,2025-06-12,1,Dropped,Mobile,Morning,10,7.63,
C0004,Nashville,52,0,5.7,2025-04-02,4,Partial,Laptop,Night,7,0.0,
C0004,Law Abiding Citizen,85,1,4.6,2025-03-09,4,Dropped,Tablet,Morning,0,15.47,
C0004,"Bourne Ultimatum, The",46,0,8.2,2025-02-11,3,Dropped,Laptop,Afternoon,0,6.63,Loved it!
C0004,Harold and Kumar Go to White Castle,91,1,8.9,2025-07-13,2,Completed,Mobile,Night,1,8.09,Average experience.
C0004,Thunderbirds,20,0,7.7,2025-07-29,4,Dropped,Smart TV,Morning,5,2.12,
C0004,Black Snake Moan,56,0,6.6,2025-07-22,3,Dropped,Laptop,Night,2,2.73,Could be better.
C0004,Jennifer's Body,67,0,,2025-06-30,0,Dropped,Mobile,Morning,0,0.0,
C0004,Jurassic Park The Lost World,46,0,9.4,2024-12-27,2,Dropped,Laptop,Night,10,2.85,Could be better.
C0004,Burning Annie,43,0,7.4,2025-10-19,0,Partial,Smart TV,Morning,4,5.01,Would watch again!
C0004,"Matrix, The",36,0,5.4,2025-07-13,2,Dropped,Laptop,Afternoon,5,6.57,
C0005,"Ladykillers, The",74,1,5.9,2024-11-18,1,Partial,Tablet,Evening,5,0.0,
C0005,Scarface,77,1,5.8,2024-12-23,4,Dropped,Laptop,Afternoon,10,16.84,
C0005,TMNT,45,0,9.3,2025-06-03,0,Dropped,Laptop,Morning,8,16.25,
C0005,American Psycho,90,1,9.4,2024-12-16,4,Completed,Laptop,Night,2,7.32,Could be better.
C0005,Scream 2,84,1,6.4,2025-10-23,4,Dropped,Laptop,Afternoon,2,15.14,Great acting!
C0005,War of the Worlds,92,1,9.8,2024-11-12,3,Completed,Smart TV,Evening,0,0.0,Too slow.
C0005,Mimic,49,0,5.2,2025-02-03,2,Partial,Mobile,Night,7,0.8,
C0005,Take Shelter,55,0,,2025-01-08,2,Dropped,Mobile,Night,10,11.75,
C0005,Suspect Zero,52,0,9.4,2025-04-17,4,Partial,Laptop,Evening,5,9.64,
C0005,Rear Window,41,0,7.1,2025-09-02,2,Dropped,Mobile,Afternoon,2,0.0,
C0005,Ghost,73,1,,2025-01-08,0,Partial,Mobile,Night,7,0.0,Average experience.
C0005,"Grudge, The",25,0,7.6,2025-07-27,1,Dropped,Tablet,Afternoon,0,0.0,
C0005,Wall Street Money Never Sleeps,22,0,,2024-11-01,2,Dropped,Tablet,Afternoon,7,9.43,Not my type.
C0005,"Crazy, Stupid, Love",94,1,,2025-04-08,1,Completed,Laptop,Evening,0,6.85,Too slow.
C0005,Mrs. Brown,69,0,4.1,2025-03-07,4,Partial,Mobile,Afternoon,9,0.0,Loved it!
C0005,Blitz,81,1,9.4,2024-10-28,4,Dropped,Tablet,Night,2,17.5,
C0006,Silver Linings Playbook,68,0,8.8,2024-12-05,4,Dropped,Mobile,Night,2,0.0,
C0006,Inglourious Basterds,96,1,,2025-04-27,3,Completed,Mobile,Evening,0,0.0,
C0006,Wild Things,86,1,4.0,2025-04-05,1,Partial,Smart TV,Night,1,0.0,Could be better.
C0006,Timber Falls,74,1,7.7,2025-07-24,3,Dropped,Smart TV,Night,8,9.65,Would watch again!
C0006,"Kids Are All Right, The",93,1,8.2,2025-07-23,1,Completed,Laptop,Morning,2,0.0,
C0006,Bodyguard,47,0,8.7,2025-10-12,4,Dropped,Tablet,Afternoon,6,0.11,Great acting!
C0006,"Queen, The",31,0,5.3,2025-09-17,0,Dropped,Mobile,Night,6,10.42,
C0006,"Dry White Season, A",83,1,5.2,2025-03-17,4,Partial,Laptop,Afternoon,0,10.21,
C0006,American Outlaws,66,0,4.0,2025-05-31,1,Dropped,Mobile,Evening,6,7.9,
C0006,Barton Fink,31,0,8.4,2025-06-05,4,Partial,Tablet,Evening,4,0.0,
C0006,Origin,93,1,5.1,2025-06-15,4,Completed,Smart TV,Morning,2,0.0,Too slow.
C0006,Tinker Tailor Soldier Spy,93,1,6.7,2025-02-07,3,Completed,Mobile,Night,0,19.22,Would watch again!
C0007,Case 39,53,0,7.8,2025-01-17,1,Dropped,Laptop,Evening,6,10.33,Could be better.
C0007,"Hospital, The",31,0,8.5,2025-06-26,2,Dropped,Laptop,Afternoon,7,4.37,
C0007,Evil Dead II Dead by Dawn,83,1,5.4,2025-03-19,1,Partial,Laptop,Afternoon,0,0.0,Amazing cinematography!
C0007,Break,35,0,,2025-03-10,3,Dropped,Smart TV,Morning,7,6.31,
C0007,So I Married an Axe Murderer,43,0,,2025-01-20,4,Partial,Tablet,Night,3,2.56,
C0007,Shrek the Third,89,1,6.1,2025-08-05,1,Partial,Tablet,Morning,2,6.31,Not my type.
C0007,"Wizard of Oz, The",32,0,7.7,2025-02-07,2,Dropped,Smart TV,Evening,3,0.0,
C0007,Midnight Cowboy,43,0,5.3,2025-07-06,2,Partial,Laptop,Night,4,11.43,
C0007,Bookworm,54,0,,2025-08-22,4,Partial,Laptop,Night,3,0.0,
C0007,"Sex, Lies and Videotape",21,0,,2025-06-17,4,Partial,Mobile,Night,4,0.0,
C0007,Oblivion,32,0,4.4,2025-10-11,2,Partial,Smart TV,Morning,7,5.2,Could be better.
C0007,After School Special,72,1,9.2,2025-10-03,4,Dropped,Mobile,Afternoon,4,13.46,Would watch again!
C0007,Music of the Heart,98,1,7.8,2025-04-04,1,Completed,Tablet,Afternoon,2,6.75,
C0007,"Battle of Algiers, The",30,0,5.4,2025-05-17,2,Partial,Tablet,Evening,9,5.42,Amazing cinematography!
C0007,Pet Sematary,41,0,4.1,2025-05-22,1,Partial,Tablet,Morning,3,0.0,Too slow.
C0007,True Grit,26,0,6.4,2024-11-04,0,Dropped,Tablet,Evening,9,0.0,
C0007,Killing Zoe,49,0,5.7,2025-10-13,1,Dropped,Tablet,Afternoon,0,0.0,Amazing cinematography!
C0007,"Searchers, The",89,1,,2025-10-08,4,Partial,Smart TV,Afternoon,2,11.82,Average experience.
C0007,"Cell, The",81,1,,2025-07-01,3,Partial,Laptop,Evening,1,0.0,Loved it!
C0007,Maestro,56,0,4.0,2025-07-13,3,Partial,Mobile,Evening,0,15.96,
C0008,Even Cowgirls Get the Blues,72,1,,2025-07-27,3,Partial,Laptop,Afternoon,2,12.92,
C0008,Highlander Endgame,30,0,5.4,2025-07-26,4,Partial,Laptop,Evening,10,16.18,Too slow.
C0008,"Color Purple, The",57,0,6.7,2025-01-24,3,Partial,Mobile,Night,3,3.04,
C0008,Entrapment,33,0,4.8,2025-01-29,3,Dropped,Tablet,Afternoon,1,0.0,Amazing cinematography!
C0008,Klute,83,1,,2025-07-02,3,Dropped,Mobile,Evening,0,19.03,Average experience.
C0008,Toy Story,80,1,9.4,2025-06-03,2,Partial,Laptop,Morning,0,14.29,Would watch again!
C0008,American Graffiti,45,0,8.6,2025-07-06,4,Dropped,Mobile,Night,6,6.24,Loved it!
C0008,Heat,81,1,5.2,2025-10-14,0,Dropped,Mobile,Morning,0,6.49,Could be better.
C0008,No Hard Feelings,51,0,4.3,2025-03-21,3,Dropped,Mobile,Evening,1,0.0,Amazing cinematography!
C0008,"Avventura, L' (The Adventure)",65,0,8.2,2025-03-19,0,Dropped,Smart TV,Night,3,11.17,
C0008,"Reader, The",44,0,6.3,2025-04-06,1,Partial,Tablet,Morning,7,11.18,
C0008,Evil Dead,92,1,6.1,2025-06-18,3,Completed,Tablet,Evening,2,11.09,Great acting!
C0008,Jacob's Ladder,53,0,6.7,2025-07-31,4,Partial,Smart TV,Afternoon,0,7.28,
C0008,Bad Boys,88,1,,2025-09-07,1,Partial,Mobile,Afternoon,2,0.0,Amazing cinematography!
C0008,Birdman,86,1,4.3,2024-12-25,1,Dropped,Tablet,Morning,0,0.0,Loved it!
C0008,Snow Falling On Cedars,87,1,7.5,2025-08-27,0,Partial,Tablet,Afternoon,2,0.26,
C0009,Saturday Night,27,0,8.5,2025-03-13,3,Partial,Smart TV,Morning,9,0.0,Too slow.
C0009,Being There,47,0,,2025-02-06,0,Dropped,Laptop,Afternoon,8,3.86,
C0009,Valkyrie,91,1,4.6,2025-08-28,4,Completed,Laptop,Evening,2,13.3,
C0009,Edward Scissorhands,90,1,6.0,2024-11-20,1,Completed,Smart TV,Night,1,11.0,
C0009,"Perks of Being a Wallflower, The",75,1,,2025-04-11,2,Dropped,Tablet,Afternoon,6,18.52,Would watch again!
C0009,Notting Hill,20,0,9.9,2025-04-17,4,Dropped,Laptop,Afternoon,4,0.0,
C0009,La La Land,22,0,9.7,2025-04-24,2,Dropped,Laptop,Morning,0,3.12,Not my type.
C0010,Jimmy and Judy,31,0,7.4,2025-04-14,1,Dropped,Mobile,Evening,7,0.0,
C0010,Jimmy and Judy,24,0,7.5,2025-03-25,0,Dropped,Mobile,Evening,5,8.69,
C0010,Get Out,97,1,,2025-04-27,3,Completed,Smart TV,Morning,1,6.39,
C0010,"Rock, The",48,0,8.0,2025-05-21,3,Partial,Mobile,Morning,3,15.73,Amazing cinematography!
C0010,Sherlock Holmes,93,1,7.3,2025-09-05,2,Completed,Tablet,Morning,1,15.48,Great acting!
C0010,"Verdict, The",45,0,7.9,2025-09-05,1,Dropped,Mobile,Afternoon,1,0.0,Too slow.
C0010,Pet Sematary,74,1,5.1,2025-01-13,2,Dropped,Tablet,Evening,2,12.32,
C0010,Croupier,76,1,,2024-12-31,1,Partial,Smart TV,Afternoon,1,0.0,Great acting!
C0010,A Real Pain,63,0,4.7,2025-03-28,3,Partial,Laptop,Morning,5,0.0,
C0010,Tremors,86,1,7.3,2025-05-10,4,Dropped,Mobile,Morning,1,13.27,Great acting!
C0010,Initiation,45,0,7.7,2025-08-21,0,Partial,Smart TV,Morning,1,5.43,
C0010,Breaking Away,22,0,9.3,2025-08-25,3,Dropped,Laptop,Night,8,1.99,Too slow.
C0010,Fear and Loathing in Las Vegas,84,1,,2024-12-24,4,Dropped,Mobile,Morning,0,6.1,Great acting!
C0011,Margaret,65,0,5.4,2025-10-26,4,Partial,Smart TV,Morning,10,0.0,Loved it!
C0011,Get Carter,39,0,6.4,2025-10-26,1,Dropped,Laptop,Night,8,12.25,
C0011,"Piano, The",50,0,6.6,2025-04-02,2,Partial,Laptop,Night,8,0.0,
C0011,Confessions of a Dangerous Mind,59,0,9.4,2025-06-14,1,Partial,Laptop,Afternoon,10,18.34,Too slow.
C0011,Larry Crowne,38,0,8.6,2025-10-22,3,Partial,Smart TV,Evening,7,16.43,
C0011,"Dark Knight Rises, The",44,0,5.1,2025-08-04,4,Partial,Smart TV,Afternoon,9,0.0,
C0011,Beloved,81,1,9.1,2025-03-19,3,Partial,Tablet,Afternoon,1,2.75,Loved it!
C0011,Above the Law,54,0,,2025-05-31,1,Dropped,Tablet,Afternoon,1,0.0,
C0011,Snow Falling On Cedars,61,0,,2025-01-21,1,Partial,Tablet,Night,0,16.49,
C0011,Out of Sight,96,1,7.8,2025-07-16,0,Completed,Laptop,Morning,1,17.56,
C0011,Swingers,88,1,8.4,2025-04-12,4,Partial,Smart TV,Morning,0,0.0,Could be better.
C0011,Saving Private Ryan,41,0,7.7,2025-08-14,0,Dropped,Tablet,Night,10,14.45,Great acting!
C0011,Pet Sematary II,61,0,,2025-02-12,4,Dropped,Laptop,Night,1,0.0,
C0011,Charlie's Angels,31,0,6.7,2025-05-24,2,Dropped,Mobile,Night,8,3.2,
C0011,Donnie Brasco,62,0,8.0,2025-02-06,1,Dropped,Smart TV,Afternoon,2,1.03,Would watch again!
C0011,Eight Legged Freaks,35,0,,2025-07-29,1,Dropped,Mobile,Evening,0,17.11,
C0012,Grand Hotel,47,0,6.9,2025-01-16,3,Partial,Laptop,Morning,9,4.89,
C0012,Arbitrage,43,0,7.9,2025-05-06,0,Dropped,Mobile,Morning,10,12.07,Too slow.
C0012,Bringing Out the Dead,73,1,,2025-07-05,1,Partial,Smart TV,Afternoon,7,7.2,Could be better.
C0012,Miller's Crossing,68,0,,2025-06-26,3,Dropped,Smart TV,Evening,7,0.0,
C0012,"Limey, The",87,1,5.3,2025-07-14,1,Dropped,Tablet,Morning,2,12.58,
C0012,"Hospital, The",74,1,5.9,2025-01-31,4,Partial,Tablet,Afternoon,9,10.39,
C0012,Ed Wood,98,1,5.7,2025-08-02,1,Completed,Mobile,Morning,0,0.0,
C0012,"Flintstones, The",98,1,,2025-08-20,3,Completed,Smart TV,Morning,1,16.12,Not my type.
C0012,Heavy Metal,28,0,7.0,2025-07-28,2,Dropped,Mobile,Morning,10,7.92,
C0012,Duck Soup,44,0,6.0,2025-01-24,3,Partial,Smart TV,Morning,10,0.0,Would watch again!
C0012,Scarface,72,1,,2025-01-13,0,Partial,Smart TV,Evening,8,4.17,
C0012,Bad Teacher,39,0,4.2,2025-10-10,3,Dropped,Smart TV,Night,2,17.29,
C0012,Amelia,54,0,7.0,2025-04-21,1,Partial,Smart TV,Night,4,0.0,Too slow.
C0012,"American President, The",45,0,,2025-05-21,3,Dropped,Smart TV,Night,8,0.0,Would watch again!
C0012,"Life of David Gale, The",38,0,,2025-08-16,4,Dropped,Mobile,Afternoon,0,14.27,
C0012,"King of Comedy, The",25,0,7.6,2024-12-08,0,Partial,Smart TV,Night,0,0.0,
C0012,Airplane 2 The Sequel,93,1,7.8,2025-01-29,1,Completed,Tablet,Evening,0,0.0,Amazing cinematography!
C0012,Casino,54,0,,2025-05-15,0,Dropped,Laptop,Afternoon,8,6.37,Could be better.
C0012,"Doors, The",29,0,9.4,2025-08-10,4,Partial,Mobile,Morning,2,0.0,
C0012,Brazil,69,0,6.6,2025-02-26,1,Partial,Mobile,Evening,4,3.96,
C0013,Water for Elephants,36,0,8.8,2025-05-05,3,Dropped,Laptop,Night,4,14.2,Not my type.
C0013,Creation,98,1,6.2,2025-03-26,1,Completed,Tablet,Evening,1,0.61,Amazing cinematography!
C0013,Saving Private Ryan,41,0,6.1,2025-08-11,4,Dropped,Smart TV,Morning,6,15.94,Too slow.
C0013,Thor,79,1,6.5,2025-09-16,4,Dropped,Tablet,Afternoon,7,6.81,
C0013,"Queen, The",92,1,7.3,2025-04-15,1,Completed,Tablet,Afternoon,2,14.79,
C0013,Burning Annie,95,1,6.0,2025-01-09,0,Completed,Tablet,Night,0,8.12,
C0013,"Life of David Gale, The",83,1,4.4,2025-08-24,1,Dropped,Laptop,Morning,0,9.06,Would watch again!
C0013,Flash Gordon,60,0,8.8,2024-11-27,2,Partial,Laptop,Evening,1,12.23,
C0013,"Italian Job, The",27,0,,2025-07-11,0,Dropped,Smart TV,Evening,1,17.31,Average experience.
C0013,My Best Friend's Wedding,71,1,7.3,2025-03-20,1,Partial,Laptop,Afternoon,3,16.87,Average experience.
C0013,Intolerable Cruelty,36,0,4.4,2025-01-13,0,Dropped,Tablet,Night,10,19.8,Average experience.
C0013,Pride and Prejudice,99,1,7.1,2024-10-28,4,Completed,Tablet,Night,1,3.72,
C0013,Grabbers,84,1,9.6,2025-03-15,4,Partial,Mobile,Morning,0,14.1,Would watch again!
C0013,Crank,87,1,,2025-05-29,2,Partial,Smart TV,Morning,2,1.77,Too slow.
C0013,As Good As It Gets,63,0,4.1,2025-09-05,3,Partial,Mobile,Evening,6,19.56,Great acting!
C0013,Juno,92,1,7.8,2025-03-17,4,Completed,Mobile,Afternoon,2,0.0,
C0013,Interview with the Vampire,82,1,,2025-08-23,2,Partial,Mobile,Afternoon,2,0.0,
C0013,Bruce Almighty,97,1,7.6,2025-07-15,1,Completed,Tablet,Night,1,5.23,
C0013,Eight Legged Freaks,87,1,,2025-01-08,2,Dropped,Tablet,Afternoon,2,3.08,Average experience.
C0014,Rebel Without A Cause,41,0,8.4,2024-12-22,2,Dropped,Smart TV,Evening,1,0.0,Would watch again!
C0014,Shifty,88,1,8.1,2025-10-19,3,Partial,Tablet,Evening,0,8.69,Would watch again!
C0014,Labyrinth,87,1,4.2,2025-07-06,4,Partial,Mobile,Night,2,17.17,Could be better.
C0014,"Hebrew Hammer, The",94,1,8.6,2025-07-18,1,Completed,Mobile,Afternoon,2,13.81,Loved it!
C0014,Barry Lyndon,21,0,7.2,2025-03-04,3,Partial,Mobile,Afternoon,4,0.0,Too slow.
C0014,"Way Back, The",47,0,,2025-06-04,0,Dropped,Laptop,Morning,9,0.0,
C0014,"Brothers Bloom, The",43,0,6.8,2025-03-26,0,Partial,Smart TV,Evening,6,13.35,
C0014,"Deer Hunter, The",29,0,4.4,2025-07-23,3,Partial,Laptop,Morning,4,5.29,Would watch again!
C0014,"Nightmare on Elm Street, A",42,0,4.7,2024-12-07,4,Partial,Mobile,Afternoon,9,18.25,
C0014,American Hustle,29,0,8.4,2024-11-08,3,Dropped,Smart TV,Night,2,0.02,Average experience.
C0014,"Danish Girl, The",62,0,,2025-06-22,4,Dropped,Mobile,Night,7,16.88,
C0014,Tomorrow Never Dies,48,0,9.7,2025-10-16,3,Dropped,Mobile,Evening,5,8.01,
C0015,"Three Musketeers, The",63,0,6.8,2025-01-28,2,Dropped,Smart TV,Afternoon,8,0.0,Not my type.
C0015,Next,33,0,6.2,2025-07-17,0,Partial,Tablet,Afternoon,2,0.0,Not my type.
C0015,Next Friday,28,0,7.9,2025-02-13,3,Partial,Tablet,Morning,0,6.75,
C0015,Cast Away,47,0,,2025-06-09,4,Partial,Tablet,Afternoon,9,0.0,Great acting!
C0015,"Adventures of Buckaroo Banzai Across the Eighth Dimension, The",80,1,,2025-06-23,4,Dropped,Smart TV,Afternoon,2,0.29,
C0015,Bones,78,1,9.0,2025-08-20,0,Dropped,Tablet,Morning,7,12.31,Not my type.
C0015,"Lord of the Rings Fellowship of the Ring, The",71,1,9.9,2025-05-06,4,Dropped,Smart TV,Evening,3,11.86,Too slow.
C0015,Cradle 2 the Grave,73,1,,2025-06-15,1,Partial,Laptop,Afternoon,9,0.0,Average experience.
C0015,A Serious Man,82,1,4.0,2025-02-21,0,Partial,Laptop,Night,2,15.45,
C0015,Crazylove,54,0,6.5,2024-12-23,1,Dropped,Smart TV,Afternoon,7,1.76,
C0015,Man On Fire,73,1,5.4,2025-02-28,0,Dropped,Laptop,Evening,8,9.28,
C0015,I Still Know What You Did Last Summer,26,0,8.8,2025-10-23,3,Partial,Smart TV,Afternoon,2,0.86,
C0015,Foxcatcher,75,1,7.7,2025-01-19,3,Dropped,Tablet,Morning,0,3.52,
C0015,Superbad,34,0,5.4,2025-02-11,3,Partial,Smart TV,Night,3,17.97,Too slow.
C0015,"Getaway, The",32,0,6.5,2025-02-20,1,Partial,Laptop,Afternoon,1,9.69,
C0015,Fright Night,98,1,6.3,2025-04-23,1,Completed,Laptop,Night,2,0.0,Could be better.
C0016,"Cider House Rules, The",24,0,4.4,2025-04-12,1,Dropped,Laptop,Night,7,15.21,Could be better.
C0016,Dogma,93,1,,2025-04-16,1,Completed,Tablet,Morning,1,9.78,
C0016,Scarface,55,0,6.6,2025-09-16,1,Dropped,Laptop,Evening,6,17.84,
C0016,"White Ribbon, The",20,0,4.3,2025-07-05,3,Dropped,Mobile,Night,8,16.19,
C0016,Ronin,83,1,7.4,2025-07-03,0,Partial,Mobile,Afternoon,0,4.78,
C0016,Sideways,59,0,6.8,2025-06-23,4,Dropped,Tablet,Night,7,17.48,Amazing cinematography!
C0016,12 and Holding,100,1,9.4,2025-05-07,2,Completed,Laptop,Morning,1,5.4,
C0016,"Big Blue, The",99,1,,2024-12-01,0,Completed,Smart TV,Evening,0,0.0,Loved it!
C0016,Midnight Express,42,0,8.2,2025-03-20,4,Dropped,Laptop,Afternoon,5,0.0,Would watch again!
C0016,Get Carter,61,0,5.6,2025-05-26,3,Partial,Mobile,Morning,1,9.05,
C0016,Serial Mom,88,1,7.2,2025-09-17,2,Partial,Mobile,Evening,2,16.18,
C0016,Eternal Sunshine of the Spotless Mind,78,1,6.3,2025-02-06,1,Partial,Tablet,Morning,1,0.0,Great acting!
C0016,"Damned United, The",46,0,7.8,2025-06-02,2,Partial,Smart TV,Afternoon,7,8.88,
C0016,Event Horizon,28,0,8.8,2025-03-29,4,Partial,Tablet,Night,9,12.92,Would watch again!
C0016,Juno,92,1,8.7,2025-05-04,1,Completed,Mobile,Evening,0,19.41,
C0017,Margot at the Wedding,56,0,5.0,2025-02-26,1,Partial,Laptop,Afternoon,2,13.86,
C0017,Deep Rising,50,0,,2024-11-04,4,Dropped,Smart TV,Night,4,4.1,
C0017,Maestro,38,0,,2024-11-16,1,Partial,Smart TV,Morning,0,9.99,Would watch again!
C0017,"Day the Earth Stood Still, The",20,0,,2024-11-14,4,Partial,Laptop,Evening,7,19.39,
C0017,Wanted,76,1,4.7,2025-03-19,3,Dropped,Tablet,Afternoon,10,6.16,Not my type.
C0017,"Matrix, The",31,0,7.6,2025-08-17,1,Dropped,Tablet,Evening,3,0.0,
C0017,Blackberry,85,1,6.9,2025-03-21,4,Dropped,Smart TV,Evening,1,0.0,
C0017,Nashville,67,0,6.1,2025-10-15,2,Partial,Tablet,Morning,3,8.88,
C0017,Inventing the Abbotts,40,0,,2025-02-26,3,Partial,Mobile,Afternoon,9,2.87,Amazing cinematography!
C0018,Blade II,20,0,9.5,2025-02-07,3,Dropped,Smart TV,Night,9,2.74,Average experience.
C0018,U Turn,82,1,9.0,2025-02-07,4,Partial,Laptop,Night,2,4.49,
C0018,High Fidelity,58,0,,2024-12-16,3,Dropped,Laptop,Evening,6,0.0,
C0018,All the King's Men,35,0,7.0,2025-07-21,0,Partial,Mobile,Night,9,5.16,
C0018,Mission to Mars,85,1,,2025-10-20,2,Dropped,Mobile,Morning,0,17.57,Great acting!
C0018,"Hunt for Red October, The",66,0,9.5,2025-08-13,2,Dropped,Laptop,Evening,4,18.73,
C0018,Blue Valentine,96,1,7.3,2025-04-20,2,Completed,Laptop,Evening,1,13.77,Amazing cinematography!
C0018,A Few Good Men,37,0,,2025-08-22,3,Partial,Laptop,Evening,2,0.0,Not my type.
C0018,Vanilla Sky,98,1,9.7,2025-01-15,4,Completed,Mobile,Morning,1,1.53,
C0018,Sideways,64,0,,2025-04-19,3,Partial,Laptop,Afternoon,4,0.0,
C0018,Cirque du Freak The Vampire's Assistant,38,0,,2025-06-26,1,Dropped,Tablet,Morning,6,15.68,Would watch again!
C0018,Anna Karenina,45,0,8.8,2025-05-02,4,Dropped,Mobile,Night,1,0.87,Loved it!
C0018,Charlie's Angels,97,1,9.4,2024-12-19,1,Completed,Smart TV,Evening,0,0.0,
C0018,Withnail and I,64,0,9.1,2025-02-27,4,Dropped,Laptop,Morning,1,15.26,
C0018,Indiana Jones and the Temple of Doom,41,0,,2024-12-06,4,Dropped,Tablet,Morning,3,17.03,Great acting!
C0018,Breakdown,43,0,,2025-05-11,3,Partial,Mobile,Afternoon,8,0.0,Amazing cinematography!
C0018,Scream,34,0,7.0,2025-07-13,2,Partial,Tablet,Morning,1,2.31,Could be better.
