date,sentiment,stock_open,stock_close,stock_high,stock_low,stock_volume,headline
2022-11-07,negative,261.0599975585937,258.6000061035156,261.1499938964844,252.08999633789065,7927000.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-07,neutral,261.0599975585937,258.6000061035156,261.1499938964844,252.08999633789068,7927000.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-07,positive,261.0599975585937,258.6000061035156,261.1499938964844,252.08999633789065,7927000.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-08,negative,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-08,neutral,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-08,positive,259.9200134277344,263.4599914550781,266.0799865722656,256.8800048828125,7683800.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-09,negative,259.6600036621094,254.66000366210935,260.8999938964844,254.22000122070312,7266000.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-09,neutral,259.6600036621094,254.66000366210932,260.8999938964844,254.22000122070312,7266000.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-09,positive,259.6600036621094,254.66000366210935,260.8999938964844,254.22000122070312,7266000.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-10,negative,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-10,neutral,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-10,positive,265.989990234375,274.9700012207031,275.3599853515625,260.0899963378906,9667300.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-11,negative,274.4700012207031,290.1300048828125,290.6600036621094,271.5599975585937,9573800.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-11,neutral,274.4700012207031,290.1300048828125,290.6600036621094,271.5599975585937,9573800.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-11,positive,274.4700012207031,290.1300048828125,290.6600036621094,271.5599975585937,9573800.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-14,negative,290.0,299.2699890136719,311.0,288.19000244140625,17978200.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-14,neutral,290.0,299.2699890136719,311.0,288.19000244140625,17978200.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March
2022-11-14,positive,290.0,299.2699890136719,311.0,288.19000244140625,17978200.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-15,negative,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-15,neutral,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-15,positive,309.20001220703125,310.20001220703125,312.7099914550781,302.54998779296875,14626900.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-16,negative,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-16,neutral,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-16,positive,309.94000244140625,306.0199890136719,310.489990234375,303.6099853515625,8038600.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-17,negative,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-17,neutral,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-17,positive,294.7200012207031,295.2799987792969,299.82000732421875,291.0,9838200.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-18,negative,297.3299865722656,287.9800109863281,298.0,287.0,8400100.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-18,neutral,297.3299865722656,287.9800109863281,298.0,287.0,8400100.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March
2022-11-18,positive,297.3299865722656,287.9800109863281,298.0,287.0,8400100.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-21,negative,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-21,neutral,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-21,positive,291.0,285.04998779296875,291.8699951171875,282.6600036621094,7256500.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-22,negative,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-22,neutral,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-22,positive,284.989990234375,286.69000244140625,286.9800109863281,277.3399963378906,6245100.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-23,negative,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-23,neutral,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-23,positive,285.9100036621094,291.5,292.4700012207031,283.760009765625,5919000.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-25,negative,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-25,neutral,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-25,positive,289.0,285.5400085449219,289.2099914550781,284.1700134277344,3236000.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-28,negative,284.0,281.1700134277344,289.54998779296875,280.5299987792969,4703400.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-28,neutral,284.0,281.1700134277344,289.54998779296875,280.5299987792969,4703400.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March
2022-11-28,positive,284.0,281.1700134277344,289.54998779296875,280.5299987792969,4703400.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-29,negative,282.5,280.9599914550781,282.9599914550781,275.94000244140625,5786900.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-29,neutral,282.5,280.9599914550781,282.9599914550781,275.94000244140625,5786900.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-29,positive,282.5,280.9599914550781,282.9599914550781,275.94000244140625,5786900.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-11-30,negative,281.3699951171875,305.5299987792969,308.260009765625,280.4100036621094,16070100.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-11-30,neutral,281.3699951171875,305.5299987792969,308.260009765625,280.4100036621094,16070100.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-11-30,positive,281.3699951171875,305.5299987792969,308.260009765625,280.4100036621094,16070100.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-01,negative,303.989990234375,316.95001220703125,319.79998779296875,303.0299987792969,14664900.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-01,neutral,303.989990234375,316.95001220703125,319.79998779296875,303.0299987792969,14664900.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-01,positive,303.989990234375,316.95001220703125,319.79998779296875,303.0299987792969,14664900.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-02,negative,310.489990234375,320.4100036621094,321.989990234375,310.0,12690600.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-02,neutral,310.489990234375,320.4100036621094,321.989990234375,310.0,12690600.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-02,positive,310.489990234375,320.4100036621094,321.989990234375,310.0,12690600.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-05,negative,316.4599914550781,312.5899963378906,322.7699890136719,310.9200134277344,8423000.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-05,neutral,316.4599914550781,312.5899963378906,322.7699890136719,310.9200134277344,8423000.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-05,positive,316.4599914550781,312.5899963378906,322.7699890136719,310.9200134277344,8423000.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-06,negative,311.0,305.5599975585937,313.2200012207031,303.1300048828125,7195400.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-06,neutral,311.0,305.5599975585937,313.2200012207031,303.1300048828125,7195400.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-06,positive,311.0,305.5599975585937,313.2200012207031,303.1300048828125,7195400.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-07,negative,306.5,308.4200134277344,309.6099853515625,302.1000061035156,7821600.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-07,neutral,306.5,308.4200134277344,309.6099853515625,302.1000061035156,7821600.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-07,positive,306.5,308.4200134277344,309.6099853515625,302.1000061035156,7821600.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-08,negative,309.1099853515625,310.260009765625,312.3800048828125,304.8099975585937,7205300.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-08,neutral,309.1099853515625,310.260009765625,312.3800048828125,304.8099975585937,7205300.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-08,positive,309.1099853515625,310.260009765625,312.3800048828125,304.8099975585937,7205300.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-09,negative,321.45001220703125,320.010009765625,329.0,319.5199890136719,14364000.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-09,neutral,321.45001220703125,320.010009765625,329.0,319.5199890136719,14364000.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-09,positive,321.45001220703125,320.010009765625,329.0,319.5199890136719,14364000.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-12,negative,320.0,315.17999267578125,323.17999267578125,308.8500061035156,10148600.0,5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-12,neutral,320.0,315.17999267578125,323.17999267578125,308.8500061035156,10148600.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March; Netflix Explores Floyd Mayweather vs. Manny Pacquiao Rematch
2022-12-12,positive,320.0,315.17999267578125,323.17999267578125,308.8500061035156,10148600.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-13,negative,328.0,320.3399963378906,332.7200012207031,317.20001220703125,10756400.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
2022-12-13,neutral,328.0,320.3399963378906,332.7200012207031,317.20001220703125,10756400.0,Netflix Reportedly Producing ‘Crash Bandicoot’ Animated Series; 'One Piece' Season 2 gets premiere date on Netflix; 'One Piece' Season 2 gets premiere date on Netflix; Netflix’s “One Piece” Returning For Second Season In March
2022-12-13,positive,328.0,320.3399963378906,332.7200012207031,317.20001220703125,10756400.0,Netflix: Kathryn Bigelow’s ‘A House of Dynamite’ Tops Weekly Streaming Through Oct. 26; Spanish Thriller 'City of Shadows' Comes to Netflix December 2026; Netflix Confirms ‘ONE PIECE: Into the Grand Line’ Release Date with First Look at Drum Island
2022-12-14,negative,318.9700012207031,317.8299865722656,324.7099914550781,314.4200134277344,7543300.0,Netflix asks Who Killed the Montreal Expos? in new doc; 5 Movies to Watch Before They Leave Netflix; Opinion | I Spoil Netflix’s Nuclear War Movie
